order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,first_name,last_name,phone_x,email_x,street_x,city_x,state_x,zip_code_x,item_id,product_id,quantity,list_price_x,discount,product_name,brand_id,category_id,model_year,list_price_y,category_name,store_name,phone_y,email_y,street_y,city_y,state_y,zip_code_y,total_price
6,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Sharyn,Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,3,20,1,599.99,0.1,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,539.991
6,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Sharyn,Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,4,3,2,999.99,0.07,Surly Wednesday Frameset - 2016,8,6,2016,999.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1859.9814
6,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Sharyn,Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,5,9,2,2999.99,0.07,Trek Conduit+ - 2016,9,5,2016,2999.99,Electric Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,5579.9814
7,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Laureen,Paul,,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,1,15,1,529.99,0.07,Electra Moto 1 - 2016,1,3,2016,529.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,492.8907
7,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Laureen,Paul,,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,2,3,1,999.99,0.1,Surly Wednesday Frameset - 2016,8,6,2016,999.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,899.991
7,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Laureen,Paul,,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,3,17,2,429.0,0.1,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,772.2
8,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Leslie,Higgins,,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866,1,22,1,269.99,0.05,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,256.4905
8,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Leslie,Higgins,,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866,2,20,2,599.99,0.07,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1115.9814
9,60,4,2016-01-05,2016-01-08,2016-01-08,1,2,Neil,Mccall,,neil.mccall@gmail.com,7476 Oakland Dr. ,San Carlos,CA,94070,1,7,2,3999.99,0.1,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,7199.982
10,442,4,2016-01-05,2016-01-06,2016-01-06,2,6,Alane,Munoz,(914) 706-7576,alane.munoz@gmail.com,8 Strawberry Dr. ,Yonkers,NY,10701,1,14,1,269.99,0.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,242.991
11,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,1,8,1,1799.99,0.05,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1709.9904999999999
11,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,2,22,2,269.99,0.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,485.982
11,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,3,16,2,599.99,0.2,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,959.984
12,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,1,4,2,2899.99,0.1,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,5219.982
12,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,2,11,1,1680.99,0.05,Surly Straggler 650b - 2016,8,4,2016,1680.99,Cyclocross Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,1596.9405
13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,1,13,1,269.99,0.1,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,242.991
13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,2,17,2,429.0,0.05,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,815.0999999999999
13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,3,20,2,599.99,0.1,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1079.982
13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,4,16,2,599.99,0.05,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1139.981
14,258,4,2016-01-09,2016-01-11,2016-01-12,1,3,Maribel,William,,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,CA,90505,1,6,1,469.99,0.07,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,437.09069999999997
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,1,12,2,549.99,0.07,Electra Townie Original 21D - 2016,1,3,2016,549.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1022.9813999999999
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,2,8,1,1799.99,0.07,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1673.9906999999998
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,3,18,2,449.0,0.05,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,853.0999999999999
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,4,23,2,299.99,0.2,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,479.98400000000004
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,1,8,1,1799.99,0.2,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,1439.9920000000002
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,2,21,1,269.99,0.05,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,Children Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,256.4905
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,3,13,2,269.99,0.07,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,502.1814
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,4,14,1,269.99,0.07,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,251.0907
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,1,8,1,1799.99,0.07,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,1673.9906999999998
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,2,23,1,299.99,0.1,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,Children Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,269.99100000000004
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,3,5,1,1320.99,0.1,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,1188.891
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,4,20,2,599.99,0.2,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,959.984
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,1,2,2,749.99,0.2,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,1199.9840000000002
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,2,22,1,269.99,0.05,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,Children Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,256.4905
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,3,7,1,3999.99,0.1,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,3599.991
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,4,25,2,499.99,0.05,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,Comfort Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,949.981
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,5,9,2,2999.99,0.1,Trek Conduit+ - 2016,9,5,2016,2999.99,Electric Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,5399.982
19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Norine,Huffman,,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,1,10,1,1549.0,0.07,Surly Straggler - 2016,8,4,2016,1549.0,Cyclocross Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,1440.57
19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Norine,Huffman,,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,2,9,2,2999.99,0.2,Trek Conduit+ - 2016,9,5,2016,2999.99,Electric Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,4799.9839999999995
20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Randee,Pitts,,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387,1,9,1,2999.99,0.07,Trek Conduit+ - 2016,9,5,2016,2999.99,Electric Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,2789.9907
20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Randee,Pitts,,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387,2,10,2,1549.0,0.07,Surly Straggler - 2016,8,4,2016,1549.0,Cyclocross Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,2881.14
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,1,14,1,269.99,0.05,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,256.4905
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,2,17,1,429.0,0.1,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,386.1
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,3,10,1,1549.0,0.07,Surly Straggler - 2016,8,4,2016,1549.0,Cyclocross Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1440.57
22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Tangela,Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,1,15,2,529.99,0.2,Electra Moto 1 - 2016,1,3,2016,529.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,847.984
22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Tangela,Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,2,22,1,269.99,0.05,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,Children Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,256.4905
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,1,4,2,2899.99,0.05,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,5509.981
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,2,23,2,299.99,0.1,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,Children Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,539.9820000000001
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,3,13,1,269.99,0.2,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,215.99200000000002
24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Ashton,Lott,,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001,1,3,2,999.99,0.1,Surly Wednesday Frameset - 2016,8,6,2016,999.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1799.982
24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Ashton,Lott,,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001,2,18,2,449.0,0.07,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,835.14
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,1,23,2,299.99,0.2,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,479.98400000000004
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,2,10,2,1549.0,0.2,Surly Straggler - 2016,8,4,2016,1549.0,Cyclocross Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,2478.4
